source,relation,target
247704000,IS_A,247701008
247704000,INTERPRETS,3850002
247707007,IS_A,247701008
247707007,INTERPRETS,3850002
706876006,IS_A,247699008
706876006,INTERPRETS,3850002
271721006,IS_A,36456004
271721006,INTERPRETS,3850002
112077003,IS_A,62476001
112077003,IS_A,271721006
112077003,INTERPRETS,3850002
163928003,IS_A,162715009
163928003,IS_A,271721006
163928003,INTERPRETS,3850002
273760003,IS_A,36456004
273760003,INTERPRETS,3850002
274675006,IS_A,36456004
274675006,INTERPRETS,3850002
276289005,IS_A,36456004
276289005,INTERPRETS,3850002
276290001,IS_A,276289005
276290001,INTERPRETS,3850002
276291002,IS_A,276289005
276291002,INTERPRETS,3850002
276292009,IS_A,276289005
276292009,INTERPRETS,3850002
276293004,IS_A,276289005
276293004,INTERPRETS,3850002
276294005,IS_A,276289005
276294005,IS_A,106136008
276294005,INTERPRETS,311465003
276294005,INTERPRETS,363888004
276294005,INTERPRETS,3850002
276295006,IS_A,276289005
276295006,INTERPRETS,3850002
279314007,IS_A,36456004
279314007,INTERPRETS,3850002
280429009,IS_A,279314007
280429009,INTERPRETS,3850002
280430004,IS_A,279314007
280430004,INTERPRETS,3850002
279315008,IS_A,36456004
279315008,IS_A,53686002
279315008,INTERPRETS,3850002
280427006,IS_A,279315008
280427006,INTERPRETS,3850002
280428001,IS_A,279315008
280428001,INTERPRETS,3850002
307083000,IS_A,36456004
307083000,IS_A,365715000
307083000,INTERPRETS,307082005
307083000,INTERPRETS,311465003
307083000,INTERPRETS,3850002
311538008,IS_A,307083000
311538008,IS_A,365726006
311538008,INTERPRETS,311536007
311538008,INTERPRETS,311465003
311538008,INTERPRETS,3850002
311541004,IS_A,365737007
311541004,IS_A,307083000
311541004,INTERPRETS,311537003
311541004,INTERPRETS,311465003
311541004,INTERPRETS,3850002
307088009,IS_A,365748000
307088009,IS_A,36456004
307088009,IS_A,307084006
307088009,INTERPRETS,307086008
307088009,INTERPRETS,311465003
307088009,INTERPRETS,3850002
307089001,IS_A,36456004
307089001,IS_A,365748000
307089001,IS_A,307085007
307089001,INTERPRETS,307086008
307089001,INTERPRETS,311465003
307089001,INTERPRETS,3850002
311470005,IS_A,36456004
311470005,INTERPRETS,3850002
247663003,IS_A,311470005
247663003,INTERPRETS,3850002
427645006,IS_A,247663003
427645006,INTERPRETS,3850002
427161009,IS_A,247663003
427161009,INTERPRETS,3850002
426224004,IS_A,247663003
426224004,INTERPRETS,3850002
426794005,IS_A,247663003
426794005,INTERPRETS,3850002
62476001,IS_A,311470005
62476001,INTERPRETS,3850002
19657006,IS_A,62476001
19657006,INTERPRETS,3850002
39538002,IS_A,62476001
39538002,INTERPRETS,3850002
62766000,IS_A,62476001
62766000,INTERPRETS,3850002
66797003,IS_A,62476001
66797003,INTERPRETS,3850002
72440003,IS_A,62476001
72440003,INTERPRETS,3850002
247664009,IS_A,72440003
247664009,INTERPRETS,3850002
247665005,IS_A,247664009
247665005,INTERPRETS,3850002
130964008,IS_A,62476001
130964008,IS_A,704488001
130964008,IS_A,386806002
130964008,INTERPRETS,43173001
163608000,IS_A,162715009
163608000,IS_A,62476001
163608000,INTERPRETS,3850002
311539000,IS_A,365726006
311539000,IS_A,36456004
311539000,IS_A,307084006
311539000,INTERPRETS,311536007
311539000,INTERPRETS,311465003
311539000,INTERPRETS,3850002
311540003,IS_A,36456004
311540003,IS_A,365726006
311540003,IS_A,307085007
311540003,INTERPRETS,311536007
311540003,INTERPRETS,311465003
311540003,INTERPRETS,3850002
311542006,IS_A,365737007
311542006,IS_A,36456004
311542006,IS_A,307084006
311542006,INTERPRETS,311537003
311542006,INTERPRETS,311465003
311542006,INTERPRETS,3850002
311543001,IS_A,36456004
311543001,IS_A,365737007
311543001,IS_A,307085007
311543001,INTERPRETS,311537003
311543001,INTERPRETS,311465003
311543001,INTERPRETS,3850002
365441007,IS_A,36456004
365441007,INTERPRETS,247750002
365441007,INTERPRETS,3850002
106121005,IS_A,365441007
106121005,INTERPRETS,247750002
106121005,INTERPRETS,3850002
112076007,IS_A,106121005
112076007,INTERPRETS,247750002
112076007,INTERPRETS,3850002
26413003,IS_A,106121005
26413003,INTERPRETS,247750002
26413003,INTERPRETS,3850002
277521002,IS_A,26413003
277521002,INTERPRETS,247750002
277521002,INTERPRETS,3850002
31614008,IS_A,106121005
31614008,INTERPRETS,247750002
31614008,INTERPRETS,3850002
47914002,IS_A,106121005
47914002,INTERPRETS,247750002
47914002,INTERPRETS,3850002
64423005,IS_A,106121005
64423005,INTERPRETS,247750002
64423005,INTERPRETS,3850002
86808004,IS_A,106121005
86808004,INTERPRETS,247750002
86808004,INTERPRETS,3850002
89598003,IS_A,106121005
89598003,INTERPRETS,247750002
89598003,INTERPRETS,3850002
110476007,IS_A,300233000
110476007,IS_A,106121005
110476007,INTERPRETS,247750002
110476007,INTERPRETS,3850002
365452001,IS_A,365441007
365452001,INTERPRETS,247751003
365452001,INTERPRETS,3850002
225472006,IS_A,365452001
225472006,INTERPRETS,247751003
225472006,INTERPRETS,3850002
225473001,IS_A,365452001
225473001,INTERPRETS,247751003
225473001,INTERPRETS,3850002
247757004,IS_A,365452001
247757004,INTERPRETS,247751003
247757004,INTERPRETS,3850002
365462008,IS_A,365441007
365462008,INTERPRETS,247752005
365462008,INTERPRETS,3850002
225468007,IS_A,365462008
225468007,INTERPRETS,247752005
225468007,INTERPRETS,3850002
225469004,IS_A,365462008
225469004,INTERPRETS,247752005
225469004,INTERPRETS,3850002
225470003,IS_A,365462008
225470003,INTERPRETS,247752005
225470003,INTERPRETS,3850002
225471004,IS_A,365462008
225471004,INTERPRETS,247752005
225471004,INTERPRETS,3850002
247753000,IS_A,365462008
247753000,INTERPRETS,247752005
247753000,INTERPRETS,3850002
417523004,IS_A,247753000
417523004,INTERPRETS,247752005
417523004,INTERPRETS,3850002
247755007,IS_A,365462008
247755007,INTERPRETS,247752005
247755007,INTERPRETS,3850002
134418002,IS_A,365462008
134418002,INTERPRETS,247752005
134418002,INTERPRETS,3850002
713566001,IS_A,365462008
713566001,INTERPRETS,247752005
713566001,INTERPRETS,3850002
365473001,IS_A,365441007
365473001,INTERPRETS,225467002
365473001,INTERPRETS,3850002
225465005,IS_A,365473001
225465005,INTERPRETS,225467002
225465005,INTERPRETS,3850002
225466006,IS_A,365473001
225466006,INTERPRETS,225467002
225466006,INTERPRETS,3850002
365484008,IS_A,365441007
365484008,INTERPRETS,225464009
365484008,INTERPRETS,3850002
225462008,IS_A,365484008
225462008,INTERPRETS,225464009
225462008,INTERPRETS,3850002
225463003,IS_A,365484008
225463003,INTERPRETS,225464009
225463003,INTERPRETS,3850002
704340003,IS_A,365484008
704340003,INTERPRETS,704397001
704340003,INTERPRETS,3850002
704341004,IS_A,365484008
704341004,INTERPRETS,704396005
704341004,INTERPRETS,3850002
704342006,IS_A,365484008
704342006,INTERPRETS,704395009
704342006,INTERPRETS,3850002
704343001,IS_A,365484008
704343001,INTERPRETS,704394008
704343001,INTERPRETS,3850002
704344007,IS_A,365484008
704344007,INTERPRETS,704393002
704344007,INTERPRETS,3850002
714669006,IS_A,365484008
714669006,INTERPRETS,3850002
714669006,INTERPRETS,225464009
365496001,IS_A,365441007
365496001,INTERPRETS,247756008
365496001,INTERPRETS,3850002
247758009,IS_A,365496001
247758009,INTERPRETS,247756008
247758009,INTERPRETS,3850002
276306002,IS_A,365496001
276306002,INTERPRETS,247756008
276306002,INTERPRETS,3850002
365507001,IS_A,365441007
365507001,INTERPRETS,284474008
365507001,INTERPRETS,3850002
284475009,IS_A,365507001
284475009,INTERPRETS,284474008
284475009,INTERPRETS,3850002
705000008,IS_A,365507001
705000008,INTERPRETS,284474008
705000008,INTERPRETS,3850002
415241007,IS_A,365441007
415241007,INTERPRETS,406205008
415241007,INTERPRETS,3850002
427160005,IS_A,415241007
427160005,IS_A,284530008
427160005,IS_A,118228005
427160005,INTERPRETS,288574004
427160005,INTERPRETS,406205008
427160005,INTERPRETS,3850002
426798008,IS_A,415241007
426798008,IS_A,365860008
426798008,INTERPRETS,406205008
426798008,INTERPRETS,405201006
426798008,INTERPRETS,3850002
427362008,IS_A,415241007
427362008,IS_A,365949003
427362008,INTERPRETS,406205008
427362008,INTERPRETS,406211006
427362008,INTERPRETS,3850002
427243007,IS_A,415241007
427243007,INTERPRETS,406205008
427243007,INTERPRETS,408894003
427243007,INTERPRETS,3850002
426282002,IS_A,415241007
426282002,INTERPRETS,363894007
426282002,INTERPRETS,406205008
426282002,INTERPRETS,3850002
426502000,IS_A,415241007
426502000,INTERPRETS,371733000
426502000,INTERPRETS,406205008
426502000,INTERPRETS,3850002
426116001,IS_A,415241007
426116001,INTERPRETS,406205008
426116001,INTERPRETS,87276001
426116001,INTERPRETS,3850002
426839005,IS_A,415241007
426839005,INTERPRETS,247797001
426839005,INTERPRETS,406205008
426839005,INTERPRETS,3850002
426049007,IS_A,415241007
426049007,INTERPRETS,406205008
426049007,INTERPRETS,364667003
426049007,INTERPRETS,3850002
425818007,IS_A,415241007
425818007,IS_A,365860008
425818007,INTERPRETS,406205008
425818007,INTERPRETS,405159006
425818007,INTERPRETS,3850002
425886001,IS_A,415241007
425886001,IS_A,118228005
425886001,INTERPRETS,284773001
425886001,INTERPRETS,406205008
425886001,INTERPRETS,3850002
426533003,IS_A,415241007
426533003,INTERPRETS,406205008
426533003,INTERPRETS,105569009
426533003,INTERPRETS,3850002
425653002,IS_A,415241007
425653002,INTERPRETS,406205008
425653002,INTERPRETS,406219008
425653002,INTERPRETS,3850002
427448000,IS_A,415241007
427448000,IS_A,365929007
427448000,INTERPRETS,406205008
427448000,INTERPRETS,404950004
427448000,INTERPRETS,3850002
425959000,IS_A,415241007
425959000,INTERPRETS,406205008
425959000,INTERPRETS,364667003
425959000,INTERPRETS,3850002
425726009,IS_A,415241007
425726009,INTERPRETS,406205008
425726009,INTERPRETS,364667003
425726009,INTERPRETS,3850002
426251001,IS_A,415241007
426251001,IS_A,844005
426251001,INTERPRETS,406205008
426251001,INTERPRETS,405175009
426251001,INTERPRETS,3850002
426770005,IS_A,415241007
426770005,INTERPRETS,406205008
426770005,INTERPRETS,251856003
426770005,INTERPRETS,3850002
427305007,IS_A,415241007
427305007,INTERPRETS,406205008
427305007,INTERPRETS,247583006
427305007,INTERPRETS,3850002
425507004,IS_A,415241007
425507004,IS_A,365949003
425507004,INTERPRETS,405134002
425507004,INTERPRETS,406205008
425507004,INTERPRETS,3850002
425515001,IS_A,415241007
425515001,IS_A,365947001
425515001,INTERPRETS,406205008
425515001,INTERPRETS,315244000
425515001,INTERPRETS,3850002
365928004,IS_A,36456004
365928004,INTERPRETS,247571009
365928004,INTERPRETS,3850002
267072000,IS_A,365928004
267072000,INTERPRETS,247571009
267072000,INTERPRETS,3850002
413307004,IS_A,365928004
413307004,INTERPRETS,247571009
413307004,INTERPRETS,3850002
427867005,IS_A,365928004
427867005,INTERPRETS,247571009
427867005,INTERPRETS,3850002
365929007,IS_A,36456004
365929007,INTERPRETS,248217000
365929007,INTERPRETS,3850002
106167005,IS_A,365929007
106167005,INTERPRETS,248217000
106167005,INTERPRETS,3850002
248218005,IS_A,106167005
248218005,IS_A,365930002
248218005,INTERPRETS,27625002
248218005,INTERPRETS,3850002
11764003,IS_A,106167005
11764003,INTERPRETS,248217000
11764003,INTERPRETS,3850002
83779006,IS_A,106167005
83779006,INTERPRETS,248217000
83779006,INTERPRETS,3850002
86652009,IS_A,106167005
86652009,INTERPRETS,248217000
86652009,INTERPRETS,3850002
88962006,IS_A,247640008
88962006,IS_A,106167005
88962006,INTERPRETS,248217000
88962006,INTERPRETS,247639006
88962006,INTERPRETS,311465003
88962006,INTERPRETS,247642000
88962006,INTERPRETS,3850002
365931003,IS_A,106167005
365931003,INTERPRETS,6942003
365931003,INTERPRETS,3850002
271591004,IS_A,365931003
271591004,INTERPRETS,6942003
271591004,INTERPRETS,3850002
162701007,IS_A,162700008
162701007,IS_A,271591004
162701007,INTERPRETS,6942003
162701007,INTERPRETS,3850002
3006004,IS_A,365931003
3006004,INTERPRETS,6942003
3006004,INTERPRETS,3850002
248223005,IS_A,3006004
248223005,INTERPRETS,6942003
248223005,INTERPRETS,3850002
248226002,IS_A,3006004
248226002,INTERPRETS,6942003
248226002,INTERPRETS,3850002
248227006,IS_A,3006004
248227006,INTERPRETS,6942003
248227006,INTERPRETS,3850002
248228001,IS_A,3006004
248228001,INTERPRETS,6942003
248228001,INTERPRETS,3850002
271782001,IS_A,3006004
271782001,IS_A,106168000
271782001,IS_A,365930002
271782001,INTERPRETS,6942003
271782001,INTERPRETS,27625002
271782001,INTERPRETS,79519003
271782001,INTERPRETS,3850002
313432002,IS_A,31758001
313432002,IS_A,271782001
313432002,INTERPRETS,6942003
313432002,INTERPRETS,27625002
313432002,INTERPRETS,278844005
313432002,INTERPRETS,79519003
313432002,INTERPRETS,3850002
315243006,IS_A,271782001
315243006,INTERPRETS,6942003
315243006,INTERPRETS,27625002
315243006,INTERPRETS,79519003
315243006,INTERPRETS,3850002
267088000,IS_A,271782001
267088000,INTERPRETS,6942003
267088000,INTERPRETS,27625002
267088000,INTERPRETS,79519003
267088000,INTERPRETS,3850002
372947007,IS_A,271782001
372947007,INTERPRETS,6942003
372947007,INTERPRETS,27625002
372947007,INTERPRETS,79519003
372947007,INTERPRETS,3850002
162704004,IS_A,162700008
162704004,IS_A,271782001
162704004,INTERPRETS,27625002
162704004,INTERPRETS,6942003
162704004,INTERPRETS,79519003
162704004,INTERPRETS,3850002
272026007,IS_A,308921004
272026007,IS_A,271782001
272026007,INTERPRETS,27625002
272026007,INTERPRETS,6942003
272026007,INTERPRETS,79519003
272026007,INTERPRETS,3850002
141000119100,IS_A,271782001
141000119100,INTERPRETS,27625002
141000119100,INTERPRETS,6942003
141000119100,INTERPRETS,79519003
141000119100,INTERPRETS,3850002
271783006,IS_A,3006004
271783006,INTERPRETS,6942003
271783006,INTERPRETS,3850002
162705003,IS_A,162700008
162705003,IS_A,271783006
162705003,INTERPRETS,6942003
162705003,INTERPRETS,3850002
285741001,IS_A,3006004
285741001,INTERPRETS,6942003
285741001,INTERPRETS,3850002
31804002,IS_A,3006004
31804002,INTERPRETS,6942003
31804002,INTERPRETS,3850002
34951003,IS_A,3006004
34951003,INTERPRETS,6942003
34951003,INTERPRETS,3850002
40917007,IS_A,3006004
40917007,IS_A,365933000
40917007,INTERPRETS,6942003
40917007,INTERPRETS,248233002
40917007,INTERPRETS,3850002
281793005,IS_A,40917007
281793005,INTERPRETS,6942003
281793005,INTERPRETS,248233002
281793005,INTERPRETS,3850002
19129003,IS_A,40917007
19129003,INTERPRETS,6942003
19129003,INTERPRETS,248233002
19129003,INTERPRETS,3850002
89458003,IS_A,40917007
89458003,INTERPRETS,6942003
89458003,INTERPRETS,248233002
89458003,INTERPRETS,3850002
130987000,IS_A,40917007
130987000,INTERPRETS,6942003
130987000,INTERPRETS,248233002
130987000,INTERPRETS,3850002
130988005,IS_A,40917007
130988005,INTERPRETS,6942003
130988005,INTERPRETS,248233002
130988005,INTERPRETS,3850002
248225003,IS_A,40917007
248225003,INTERPRETS,6942003
248225003,INTERPRETS,248233002
248225003,INTERPRETS,3850002
416865008,IS_A,162700008
416865008,IS_A,40917007
416865008,INTERPRETS,6942003
416865008,INTERPRETS,248233002
416865008,INTERPRETS,3850002
248224004,IS_A,40917007
248224004,INTERPRETS,6942003
248224004,INTERPRETS,248233002
248224004,INTERPRETS,3850002
703464007,IS_A,40917007
703464007,INTERPRETS,6942003
703464007,INTERPRETS,248233002
703464007,INTERPRETS,3850002
703453009,IS_A,703464007
703453009,IS_A,418799008
703453009,INTERPRETS,6942003
703453009,INTERPRETS,248233002
703453009,INTERPRETS,3850002
90172009,IS_A,3006004
90172009,INTERPRETS,6942003
90172009,INTERPRETS,3850002
386705008,IS_A,3006004
386705008,IS_A,82832008
386705008,IS_A,365275006
386705008,INTERPRETS,6942003
386705008,INTERPRETS,3850002
81879005,IS_A,3006004
81879005,INTERPRETS,6942003
81879005,INTERPRETS,3850002
419567006,IS_A,3006004
419567006,INTERPRETS,6942003
419567006,INTERPRETS,3850002
162703005,IS_A,162700008
162703005,IS_A,419567006
162703005,INTERPRETS,6942003
162703005,INTERPRETS,3850002
17971005,IS_A,3006004
17971005,INTERPRETS,6942003
17971005,INTERPRETS,3850002
418107008,IS_A,3006004
418107008,INTERPRETS,6942003
418107008,INTERPRETS,3850002
268913004,IS_A,162700008
268913004,IS_A,418107008
268913004,INTERPRETS,6942003
268913004,INTERPRETS,3850002
443371007,IS_A,3006004
443371007,INTERPRETS,6942003
443371007,INTERPRETS,3850002
419045004,IS_A,443371007
419045004,INTERPRETS,6942003
419045004,INTERPRETS,3850002
32834005,IS_A,419045004
32834005,INTERPRETS,6942003
32834005,INTERPRETS,3850002
40863000,IS_A,419045004
40863000,INTERPRETS,6942003
40863000,INTERPRETS,3850002
7862002,IS_A,419045004
7862002,INTERPRETS,6942003
7862002,INTERPRETS,3850002
275946007,IS_A,162700008
275946007,IS_A,419045004
275946007,INTERPRETS,6942003
275946007,INTERPRETS,3850002
248221007,IS_A,365931003
248221007,INTERPRETS,6942003
248221007,INTERPRETS,3850002
248222000,IS_A,365931003
248222000,INTERPRETS,6942003
248222000,INTERPRETS,3850002
162700008,IS_A,162715009
162700008,IS_A,365931003
162700008,INTERPRETS,6942003
162700008,INTERPRETS,3850002
162707006,IS_A,162700008
162707006,INTERPRETS,6942003
162707006,INTERPRETS,3850002
417473004,IS_A,162700008
417473004,INTERPRETS,6942003
417473004,INTERPRETS,3850002
365930002,IS_A,365929007
365930002,INTERPRETS,27625002
365930002,INTERPRETS,3850002
248220008,IS_A,106168000
248220008,IS_A,365930002
248220008,INTERPRETS,27625002
248220008,INTERPRETS,3850002
365933000,IS_A,365929007
365933000,INTERPRETS,248233002
365933000,INTERPRETS,3850002
248234008,IS_A,365933000
248234008,INTERPRETS,248233002
248234008,INTERPRETS,3850002
406124004,IS_A,365933000
406124004,INTERPRETS,248233002
406124004,INTERPRETS,3850002
409083006,IS_A,365933000
409083006,INTERPRETS,52963003
409083006,INTERPRETS,3850002
247763008,IS_A,409083006
247763008,INTERPRETS,52963003
247763008,INTERPRETS,3850002
247765001,IS_A,409083006
247765001,INTERPRETS,52963003
247765001,INTERPRETS,3850002
247766000,IS_A,409083006
247766000,INTERPRETS,52963003
247766000,INTERPRETS,3850002
247767009,IS_A,409083006
247767009,INTERPRETS,52963003
247767009,INTERPRETS,3850002
247768004,IS_A,409083006
247768004,INTERPRETS,52963003
247768004,INTERPRETS,3850002
247769007,IS_A,409083006
247769007,INTERPRETS,52963003
247769007,INTERPRETS,3850002
76039005,IS_A,409083006
76039005,INTERPRETS,52963003
76039005,INTERPRETS,3850002
247761005,IS_A,76039005
247761005,IS_A,365759009
247761005,INTERPRETS,247760006
247761005,INTERPRETS,52963003
247761005,INTERPRETS,3850002
247762003,IS_A,247761005
247762003,INTERPRETS,247760006
247762003,INTERPRETS,52963003
247762003,INTERPRETS,3850002
22058002,IS_A,76039005
22058002,INTERPRETS,52963003
22058002,INTERPRETS,6769007
25124003,IS_A,76039005
25124003,INTERPRETS,52963003
25124003,INTERPRETS,3850002
26329005,IS_A,76039005
26329005,IS_A,365759009
26329005,INTERPRETS,247760006
26329005,INTERPRETS,52963003
26329005,INTERPRETS,3850002
28102002,IS_A,76039005
28102002,IS_A,28277004
28102002,INTERPRETS,363896009
28102002,INTERPRETS,52963003
28102002,INTERPRETS,3850002
247764002,IS_A,28102002
247764002,INTERPRETS,363896009
247764002,INTERPRETS,52963003
247764002,INTERPRETS,3850002
163616009,IS_A,271893008
163616009,IS_A,162715009
163616009,IS_A,28102002
163616009,INTERPRETS,52963003
163616009,INTERPRETS,363896009
163616009,INTERPRETS,3850002
46991000,IS_A,76039005
46991000,INTERPRETS,52963003
46991000,INTERPRETS,3850002
248235009,IS_A,55956009
248235009,IS_A,46991000
248235009,INTERPRETS,311465003
248235009,INTERPRETS,52963003
248235009,INTERPRETS,3850002
60032008,IS_A,76039005
60032008,IS_A,365759009
60032008,INTERPRETS,247760006
60032008,INTERPRETS,52963003
60032008,INTERPRETS,3850002
86713007,IS_A,76039005
86713007,INTERPRETS,52963003
86713007,INTERPRETS,3850002
130965009,IS_A,76039005
130965009,INTERPRETS,52963003
130965009,INTERPRETS,3850002
425248002,IS_A,76039005
425248002,INTERPRETS,52963003
425248002,INTERPRETS,3850002
142261000119100,IS_A,76039005
142261000119100,IS_A,386806002
142261000119100,IS_A,704426000
142261000119100,INTERPRETS,52963003
142261000119100,INTERPRETS,311465003
142261000119100,INTERPRETS,3850002
365080005,IS_A,409083006
365080005,INTERPRETS,288768002
365080005,INTERPRETS,3850002
288769005,IS_A,365080005
288769005,IS_A,118231006
288769005,INTERPRETS,288768002
288769005,INTERPRETS,364644000
288769005,INTERPRETS,363912006
288769005,INTERPRETS,3850002
288770006,IS_A,365080005
288770006,IS_A,118231006
288770006,INTERPRETS,288768002
288770006,INTERPRETS,364644000
288770006,INTERPRETS,363912006
288770006,INTERPRETS,3850002
288771005,IS_A,365080005
288771005,IS_A,118231006
288771005,INTERPRETS,288768002
288771005,INTERPRETS,364644000
288771005,INTERPRETS,363912006
288771005,INTERPRETS,3850002
288772003,IS_A,365080005
288772003,IS_A,118231006
288772003,INTERPRETS,288768002
288772003,INTERPRETS,364644000
288772003,INTERPRETS,363912006
288772003,INTERPRETS,3850002
288773008,IS_A,365080005
288773008,IS_A,118231006
288773008,INTERPRETS,288768002
288773008,INTERPRETS,364644000
288773008,INTERPRETS,363912006
288773008,INTERPRETS,3850002
716443007,IS_A,409083006
716443007,INTERPRETS,3850002
716443007,INTERPRETS,52963003
716452003,IS_A,409083006
716452003,INTERPRETS,3850002
716452003,INTERPRETS,52963003
716403002,IS_A,409083006
716403002,INTERPRETS,3850002
716403002,INTERPRETS,52963003
248236005,IS_A,365933000
248236005,INTERPRETS,248233002
248236005,INTERPRETS,3850002
419723007,IS_A,365933000
419723007,INTERPRETS,248233002
419723007,INTERPRETS,3850002
422768004,IS_A,365933000
422768004,INTERPRETS,248233002
422768004,INTERPRETS,3850002
704426000,IS_A,365933000
704426000,INTERPRETS,248233002
704426000,INTERPRETS,3850002
225440008,IS_A,365298003
225440008,IS_A,36456004
225440008,INTERPRETS,247639006
225440008,INTERPRETS,311465003
225440008,INTERPRETS,247642000
225440008,INTERPRETS,3850002
225662002,IS_A,365298003
225662002,IS_A,36456004
225662002,INTERPRETS,247639006
225662002,INTERPRETS,311465003
225662002,INTERPRETS,247642000
225662002,INTERPRETS,3850002
225439006,IS_A,225662002
225439006,INTERPRETS,247639006
225439006,INTERPRETS,311465003
225439006,INTERPRETS,247642000
225439006,INTERPRETS,3850002
247622009,IS_A,225662002
247622009,INTERPRETS,247639006
247622009,INTERPRETS,311465003
247622009,INTERPRETS,247642000
247622009,INTERPRETS,3850002
247647006,IS_A,225662002
247647006,INTERPRETS,247639006
247647006,INTERPRETS,311465003
247647006,INTERPRETS,247642000
247647006,INTERPRETS,3850002
285241002,IS_A,225662002
285241002,INTERPRETS,247639006
285241002,INTERPRETS,311465003
285241002,INTERPRETS,247642000
285241002,INTERPRETS,3850002
285245006,IS_A,365342001
285245006,IS_A,36456004
285245006,INTERPRETS,285244005
285245006,INTERPRETS,311465003
285245006,INTERPRETS,3850002
285247003,IS_A,365342001
285247003,IS_A,36456004
285247003,INTERPRETS,285244005
285247003,INTERPRETS,311465003
285247003,INTERPRETS,3850002
285251001,IS_A,365364005
285251001,IS_A,36456004
285251001,INTERPRETS,285250000
285251001,INTERPRETS,311465003
285251001,INTERPRETS,3850002
285253003,IS_A,285251001
285253003,INTERPRETS,285250000
285253003,INTERPRETS,311465003
285253003,INTERPRETS,3850002
285254009,IS_A,285251001
285254009,INTERPRETS,285250000
285254009,INTERPRETS,311465003
285254009,INTERPRETS,3850002
285256006,IS_A,365320002
285256006,IS_A,36456004
285256006,INTERPRETS,247660000
285256006,INTERPRETS,311465003
285256006,INTERPRETS,3850002
285260009,IS_A,365375009
285260009,IS_A,36456004
285260009,INTERPRETS,285259004
285260009,INTERPRETS,311465003
285260009,INTERPRETS,3850002
302760000,IS_A,365276007
302760000,IS_A,36456004
302760000,INTERPRETS,247626007
302760000,INTERPRETS,311465003
302760000,INTERPRETS,247642000
302760000,INTERPRETS,3850002
285303006,IS_A,302760000
285303006,INTERPRETS,247626007
285303006,INTERPRETS,311465003
285303006,INTERPRETS,247642000
285303006,INTERPRETS,3850002
28810003,IS_A,302760000
28810003,IS_A,55346003
28810003,INTERPRETS,247626007
28810003,INTERPRETS,311465003
28810003,INTERPRETS,247642000
28810003,INTERPRETS,3850002
304656009,IS_A,365704005
304656009,IS_A,36456004
304656009,IS_A,304643002
304656009,INTERPRETS,304653001
304656009,INTERPRETS,311465003
304656009,INTERPRETS,3850002
304657000,IS_A,365704005
304657000,IS_A,36456004
304657000,IS_A,304644008
304657000,INTERPRETS,304653001
304657000,INTERPRETS,311465003
304657000,INTERPRETS,3850002
304661006,IS_A,365693001
304661006,IS_A,36456004
304661006,IS_A,304643002
304661006,INTERPRETS,304659002
304661006,INTERPRETS,311465003
304661006,INTERPRETS,3850002
304662004,IS_A,365693001
304662004,IS_A,36456004
304662004,IS_A,304644008
304662004,INTERPRETS,304659002
304662004,INTERPRETS,311465003
304662004,INTERPRETS,3850002
304665002,IS_A,365682003
304665002,IS_A,36456004
304665002,IS_A,304643002
304665002,INTERPRETS,304663009
304665002,INTERPRETS,311465003
304665002,INTERPRETS,3850002
304666001,IS_A,365682003
304666001,IS_A,36456004
304666001,IS_A,304644008
304666001,INTERPRETS,304663009
304666001,INTERPRETS,311465003
304666001,INTERPRETS,3850002
406557007,IS_A,36456004
406557007,INTERPRETS,3850002
281136009,IS_A,365331005
281136009,IS_A,36456004
281136009,INTERPRETS,363878000
281136009,INTERPRETS,247642000
281136009,INTERPRETS,3850002
419284004,IS_A,36456004
419284004,INTERPRETS,3850002
228150001,IS_A,419284004
228150001,INTERPRETS,3850002
433082007,IS_A,419284004
433082007,INTERPRETS,3850002
162715009,IS_A,271880003
162715009,IS_A,36456004
162715009,INTERPRETS,3850002
162716005,IS_A,162715009
162716005,INTERPRETS,3850002
162725004,IS_A,162715009
162725004,INTERPRETS,3850002
163615008,IS_A,271893008
163615008,IS_A,162715009
163615008,INTERPRETS,363896009
163615008,INTERPRETS,3850002
416611006,IS_A,162715009
416611006,IS_A,225452001
416611006,INTERPRETS,311465003
416611006,INTERPRETS,424682006
416611006,INTERPRETS,3850002
416890005,IS_A,416611006
416890005,IS_A,216004
416890005,INTERPRETS,311465003
416890005,INTERPRETS,424682006
416890005,INTERPRETS,3850002
416445008,IS_A,162715009
416445008,INTERPRETS,3850002
417014005,IS_A,416445008
417014005,INTERPRETS,3850002
417007008,IS_A,416445008
417007008,INTERPRETS,3850002
275973008,IS_A,162715009
275973008,INTERPRETS,3850002
12479006,IS_A,36456004
12479006,IS_A,844005
12479006,INTERPRETS,363896009
12479006,INTERPRETS,3850002
247963001,IS_A,12479006
247963001,INTERPRETS,363896009
247963001,INTERPRETS,3850002
247964007,IS_A,12479006
247964007,INTERPRETS,363896009
247964007,INTERPRETS,3850002
247965008,IS_A,12479006
247965008,INTERPRETS,363896009
247965008,INTERPRETS,3850002
247966009,IS_A,247965008
247966009,INTERPRETS,363896009
247966009,INTERPRETS,3850002
247967000,IS_A,12479006
247967000,INTERPRETS,363896009
247967000,INTERPRETS,3850002
247968005,IS_A,12479006
247968005,IS_A,248025009
247968005,INTERPRETS,363896009
247968005,INTERPRETS,3850002
247969002,IS_A,12479006
247969002,INTERPRETS,363896009
247969002,INTERPRETS,3850002
247970001,IS_A,12479006
